0,0,36724,,Accuracy,
0,1,9355,,overall,0.7747
1,0,1910,,accuracy_female,0.487120632
1,1,2011,,accuracy_male,0.796979101
,,,,,
0,0,36649,,Accuracy,
0,1,9335,,overall,0.77316
1,0,1907,,accuracy_female,0.486976507
1,1,2009,,accuracy_male,0.796994607
